record_time,publish_time,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,wind
2026-04-04 00:57:20,2026-04-04 00:00:00,34,13,10,33.8,3.2,2.1,2.8,12,25,2.5
2026-04-04 01:52:37,2026-04-04 01:00:00,33,13,10,33.3,2.8,2.1,2.8,11,27,2.5
2026-04-04 03:05:51,2026-04-04 02:00:00,33,13,10,32.5,2.8,2.1,2.8,10,29,2.5
2026-04-04 03:53:18,2026-04-04 03:00:00,32,13,10,31.7,3.2,2.1,2.8,10,29,1.5
2026-04-04 04:54:07,2026-04-04 04:00:00,29,17,10,28.9,5.1,2.1,2.8,9,29,1.5
2026-04-04 05:49:43,2026-04-04 05:00:00,26,13,9,26.4,4.6,2.1,2.8,7,42,1.5
2026-04-04 06:53:32,2026-04-04 06:00:00,25,13,9,24.8,4.2,2.1,2.8,7,52,2.5
2026-04-04 07:49:15,2026-04-04 07:00:00,22,21,13,22,8.3,2.1,2.8,7,56,1.5
2026-04-04 11:16:17,2026-04-04 11:00:00,137,137,82,30.5,11.5,3.6,6.4,14,35,5.6
2026-04-04 13:35:28,2026-04-04 13:00:00,134,134,76,43.9,6.4,2.6,4.6,17,27,8.7
2026-04-04 15:17:43,2026-04-04 15:00:00,99,99,63,50.6,5.5,2.6,3.7,18,22,9.7
2026-04-04 16:59:34,2026-04-04 16:00:00,91,91,58,52.6,5.1,2.6,3.7,18,22,10.8
2026-04-04 17:55:16,2026-04-04 17:00:00,85,85,55,51.9,5.1,2.6,3.7,17,27,6.6
2026-04-04 18:53:38,2026-04-04 18:00:00,91,91,58,53.2,6,2.6,3.7,16,29,7.7
2026-04-04 19:44:00,2026-04-04 19:00:00,89,89,58,51.9,6.4,2.6,3.7,15,35,4.6
2026-04-04 21:20:38,2026-04-04 21:00:00,95,95,60,47.6,8.3,2.6,3.7,15,38,4.6
2026-04-04 22:52:13,2026-04-04 22:00:00,93,93,58,36.2,9.2,3.1,4.6,11,53,3.6
