record_time,publish_time,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,wind
2026-08-17 00:41:55,2026-08-17 00:00:00,25,25,13,9.4,6,1.6,2.8,21,94,1.5
2026-08-17 01:33:29,2026-08-17 01:00:00,21,21,12,9,3.2,1.6,2.8,21,94,1.5
2026-08-17 02:46:09,2026-08-17 02:00:00,21,21,12,8.2,3.2,1.6,2.8,21,94,2.5
2026-08-17 03:33:00,2026-08-17 03:00:00,21,21,11,9.4,2.3,1.6,2.8,22,88,2.5
2026-08-17 04:37:14,2026-08-17 04:00:00,17,17,11,9.4,1.9,1.6,2.8,21.5,91,2
2026-08-17 05:33:45,2026-08-17 05:00:00,17,17,11,9.4,2.3,1.6,2.8,20,93,1.5
2026-08-17 06:36:19,2026-08-17 06:00:00,17,17,12,8.2,2.3,1.6,2.8,20,100,1.5
2026-08-17 07:33:45,2026-08-17 07:00:00,21,21,12,8.6,2.3,1.6,2.8,24,83,1.5
2026-08-17 09:54:52,2026-08-17 09:00:00,21,21,11,16.7,1.9,1.6,2.8,28,65,1.5
2026-08-17 11:12:33,2026-08-17 10:00:00,25,25,13,21.6,3.2,1.6,2.8,29,58,2.5
2026-08-17 12:05:37,2026-08-17 11:00:00,29,25,11,28.9,3.7,0.6,2.8,29,58,2.5
2026-08-17 12:57:40,2026-08-17 12:00:00,33,25,10,32.9,3.7,0.6,2.8,30,51,2.5
2026-08-17 13:50:14,2026-08-17 13:00:00,37,25,10,37,3.2,1.6,2.8,31,48,1.5
2026-08-17 15:15:28,2026-08-17 15:00:00,39,25,10,39,3.2,1.6,2.8,31,48,0.5
2026-08-17 17:00:00,2026-08-17 16:00:00,39,30,10,38.6,2.8,1.6,2.8,32,49,1.5
2026-08-17 17:56:53,2026-08-17 17:00:00,39,25,10,39,3.2,1.6,4.6,31,45,0.5
