record_time,publish_time,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,wind
2026-08-18 00:44:57,2026-08-18 00:00:00,34,34,13,17.1,1,1.6,3.7,23.5,91,0.5
2026-08-18 01:44:24,2026-08-18 01:00:00,34,34,14,15.9,1,1.6,3.7,23.5,91,0.5
2026-08-18 02:56:32,2026-08-18 02:00:00,38,38,15,13,1,1.6,3.7,23.5,91,0.5
2026-08-18 03:41:45,2026-08-18 03:00:00,38,38,16,12.2,1,1.6,3.7,23.5,91,0.5
2026-08-18 04:43:12,2026-08-18 04:00:00,38,38,16,11,1,1.6,3.7,23.5,91,0.5
2026-08-18 05:40:28,2026-08-18 04:00:00,38,38,16,12.2,1,1.6,3.7,23.5,91,0.5
2026-08-18 06:40:33,2026-08-18 05:00:00,16,38,16,11.8,1,1.6,3.7,23.5,91,0.5
2026-08-18 07:35:55,2026-08-18 07:00:00,42,42,18,11.4,1,1.6,4.6,23.5,91,0.5
2026-08-18 09:50:09,2026-08-18 09:00:00,46,46,19,20.8,1.4,0.6,3.7,27,74,0.5
2026-08-18 11:08:08,2026-08-18 10:00:00,55,55,21,30.9,0.5,0.6,3.7,29,70,0.5
2026-08-18 11:57:20,2026-08-18 11:00:00,61,61,25,44.3,1.4,0.6,4.6,30,66,1.5
2026-08-18 12:51:55,2026-08-18 12:00:00,65,61,29,64.9,1,0.6,4.6,30,62,3.6
2026-08-18 13:44:39,2026-08-18 13:00:00,77,68,31,76.7,1.9,0.6,4.6,31,55,3.6
2026-08-18 15:03:38,2026-08-18 14:00:00,88,72,34,87.7,3.2,0.6,5.5,32,52,2.5
2026-08-18 15:53:28,2026-08-18 15:00:00,91,65,29,91,1.9,0.6,4.6,32,55,4.6
2026-08-18 16:53:04,2026-08-18 16:00:00,85,55,22,84.5,1.4,0.6,4.6,31,55,4.6
2026-08-18 17:48:05,2026-08-18 17:00:00,69,57,22,68.8,1.4,0.6,4.6,30,58,4.6
2026-08-18 18:45:45,2026-08-18 18:00:00,60,57,21,59.7,1,0.6,4.6,29,62,2.5
2026-08-18 19:40:47,2026-08-18 19:00:00,55,55,20,54.5,1,1.6,4.6,28,65,2.5
2026-08-18 21:06:55,2026-08-18 20:00:00,55,55,21,47.2,1.9,0.6,4.6,26,69,1.5
2026-08-18 21:56:16,2026-08-18 21:00:00,59,59,24,41.1,5.1,1.6,4.6,25,78,0.5
